"OBJECTID","P20HC","ExtremeHC","NP20HC","weights","DHSCC","RequestYear","DHSREGEN","CNTRYNAMEE"
4151,0.254941190868282,0.0133289994223904,0.450699648160909,478.123961,"CO",2015,"La Guajira","Colombia"
4167,0.0887307533490631,0.000323792804328267,0.174479584715423,1701.350347,"CO",2015,"Guainia","Colombia"
4146,0.115273931732627,0,0.261998927338014,976.667407,"CO",2015,"Cesar","Colombia"
4152,0.15430201316566,0,0.364186687859178,1042.000786,"CO",2015,"Magdalena","Colombia"
4139,0.0164017656474031,0,0.11340850725509,2173.732985,"CO",2015,"Atlantico","Colombia"
4165,0.0262002672730867,0,0.288737700821229,77.337379,"CO",2015,"San Andres","Colombia"
4141,0.166234824488626,0,0.351187058332546,1862.362859,"CO",2015,"Bolivar","Colombia"
4159,0.210967577125579,0,0.381825491017155,763.006132,"CO",2015,"Sucre","Colombia"
4147,0.39765473458948,0,0.600566246952076,1258.20898,"CO",2015,"Cordoba","Colombia"
4155,0.107092670680631,0,0.247318902340391,1334.274877,"CO",2015,"Norte de Santander","Colombia"
4158,0.109949566825339,0.0017901883321079,0.259842021369379,2631.11535,"CO",2015,"Santander","Colombia"
4142,0.132067885180483,0,0.350939117699122,1707.7689,"CO",2015,"Boyaca","Colombia"
4148,0.0660666496864714,0,0.204371099065496,2915.337495,"CO",2015,"Cundinamarca","Colombia"
4153,0.0664999737506207,0,0.193874826436223,837.124556,"CO",2015,"Meta","Colombia"
4138,0.0550787745170283,0.000200590732260037,0.150872267679821,7065.765123,"CO",2015,"Antioquia","Colombia"
4143,0.0262837489518104,0,0.16308328320101,1129.623824,"CO",2015,"Caldas","Colombia"
4157,0.0247251010191087,0,0.144655143038411,1061.837967,"CO",2015,"Risaralda","Colombia"
4156,0.0179124989663039,0,0.0729649923508884,730.219442,"CO",2015,"Quindio","Colombia"
4160,0.112198121923672,0,0.264433359190975,1596.977266,"CO",2015,"Tolima","Colombia"
4150,0.0957342350167316,0,0.279194122356848,1091.124152,"CO",2015,"Huila","Colombia"
4144,0.126349457750117,0.0032367195649717,0.306709773502457,328.038614,"CO",2015,"Caqueta","Colombia"
4161,0.0214666014442349,0,0.080712677849762,5117.423421,"CO",2015,"Valle","Colombia"
4145,0.214039601828011,0.000853756964052574,0.482031075459762,1414.824184,"CO",2015,"Cauca","Colombia"
4154,0.2182256471117,0.00134437171322702,0.434769756159909,1667.331273,"CO",2015,"Narino","Colombia"
4149,0.409127813988038,0.00369186173465843,0.684523768580247,449.370025,"CO",2015,"Choco","Colombia"
4162,0.0334084480963332,0,0.13252024350352,186.713851,"CO",2015,"Arauca","Colombia"
4163,0.0545180092778638,0,0.163746684103469,370.649759,"CO",2015,"Casanare","Colombia"
4170,0.26236060463299,0,0.709032474827707,57.514824,"CO",2015,"Vichada","Colombia"
4166,0.518297349104767,0.0267318509146048,0.653190746397931,85.48282,"CO",2015,"Amazonas","Colombia"
4164,0.220076083511699,0,0.434787004135212,366.466786,"CO",2015,"Putumayo","Colombia"
4168,0.0658529181305362,0,0.254458387096787,51.408838,"CO",2015,"Guaviare","Colombia"
4169,0.290805089894481,0.0591820768552494,0.519939492037212,15.38971,"CO",2015,"Vaupes","Colombia"
4140,0.000876680303915839,0,0.00292226767971946,8902.425394,"CO",2015,"Bogota","Colombia"
