"cluster","P20HC","ExtremeHC","NP20HC","weights"
116,0.583333333333333,0,1,3.840096
117,0.666666666666667,0,1,3.840096
118,0.75,0,1,2.560064
119,0.8,0,1,1.60004
120,0.142857142857143,0,0.857142857142857,2.240056
121,0,0,0,8.20084
122,0,0,0,9.020924
123,0,0,0,9.020924
124,0,0,0,9.020924
125,0,0,0,7.380756
126,0,0,0,5.740588
127,0,0,0,9.020924
128,0,0,0,8.20084
129,0,0,0,6.560672
130,0,0,0,9.841008
131,0,0,0,6.560672
132,0,0,0,9.841008
133,0,0,0,0.820084
134,0,0,0,9.841008
135,0,0,0,6.560672
136,0,0,0,11.481176
137,0,0,0,9.841008
138,0,0,0,7.380756
139,0,0,0,10.661092
140,0.7,0,1,8.20084
141,0,0,0,4.10042
142,0,0,0,3.280336
143,0,0,0,3.280336
144,0,0,0,4.920504
145,0,0,0,6.560672
146,0,0,0,8.20084
147,0,0,0,8.20084
148,0,0,0,9.020924
149,0,0,0,9.020924
150,0,0,0,8.20084
151,0,0,0,7.380756
152,0,0,0,8.20084
153,0,0,0,9.020924
154,0,0,0,8.20084
155,0.0909090909090909,0,0.0909090909090909,9.020924
156,0.1,0,0.2,8.20084
157,0,0,0.0909090909090909,9.020924
158,0,0,0.375,6.560672
159,0,0,0,7.380756
160,0,0,0.2,8.20084
161,0,0,0,7.380756
162,0,0,0,8.20084
163,0,0,0,8.53737
164,0,0,0,5.976159
165,0,0,0,7.683633
166,0,0,0,11.098581
167,0,0,0,8.53737
168,0,0,0,5.976159
169,0,0,0,11.098581
170,0,0,0,7.683633
171,0,0,0.2,8.53737
172,0,0,0.0714285714285714,11.067756
173,0,0,0,8.696094
174,0,0,0,5.533878
175,0,0,0,7.90554
176,0,0,0,6.324432
177,0,0,0,6.324432
178,0,0,0.111111111111111,7.866396
179,0,0,0,11.362572
180,0,0,0.25,6.992352
181,0,0,0,6.118308
182,0,0,0.0714285714285714,12.236616
183,0,0,0,6.992352
184,0.2,0,0.8,8.74044
185,0,0,0.142857142857143,6.118308
186,0,0,0.0833333333333333,10.488528
187,0,0,0,7.866396
188,0,0,0.375,6.992352
189,0.0833333333333333,0,0.333333333333333,10.488528
190,0,0,0.0909090909090909,8.770476
191,0.1,0,0.4,7.97316
192,0,0,0,7.175844
193,0,0,0,3.98658
194,0,0,0.125,6.378528
195,0,0,0.222222222222222,7.175844
196,0,0,0.333333333333333,7.175844
197,0,0,0.2,7.97316
198,0,0,0,8.967951
199,0,0,0,6.975073
200,0,0,0,8.967951
201,0,0,0,9.96439
202,0,0,0,6.975073
203,0,0,0,10.960829
204,0,0,0.153846153846154,12.953707
205,0,0,0.0833333333333333,11.957268
206,0.0769230769230769,0,0.461538461538462,12.953707
207,0,0,0,9.96439
208,0,0,0.230769230769231,12.512305
209,0.2,0,0.8,9.62485
210,0,0,0.5,7.69988
211,0.166666666666667,0,0.833333333333333,11.54982
213,0.5,0,0.875,7.69988
214,0.777777777777778,0,1,8.662365
215,0.666666666666667,0,1,7.356432
216,0.125,0,1,4.904288
217,0.545454545454546,0,0.909090909090909,10.809007
218,0.266666666666667,0,0.733333333333333,14.739555
219,1,0,1,8.843733
220,0.818181818181818,0,1,10.809007
221,0.222222222222222,0,1,8.843733
222,0.666666666666667,0,0.916666666666667,11.791644
223,0.0833333333333333,0,0.25,10.950744
224,0.1,0,0.8,9.12562
225,0.909090909090909,0,1,10.038182
226,1,0,1,10.038182
227,0,0,0.125,7.300496
228,0,0,0.5,4.475616
229,0,0,0.428571428571429,3.916164
230,0.444444444444444,0,0.888888888888889,5.035068
231,1,0,1,3.916164
232,0.5,0,0.5,2.237808
233,0.272727272727273,0,0.636363636363636,9.307859
234,0.454545454545455,0,0.909090909090909,9.307859
235,0,0,0.3,8.46169
236,0,0,0.6,8.46169
237,0.166666666666667,0,0.416666666666667,10.154028
238,0.4,0,0.7,8.46169
239,0,0,0.666666666666667,7.615521
240,0.5,0,1,6.769352
241,0.111111111111111,0,0.333333333333333,8.831061
242,0,0,0,8.831061
243,0,0,0,5.887374
244,0,0,0,8.831061
245,0,0,0,6.868603
246,0,0,0,8.831061
247,0,0,0,8.831061
248,0,0,0.307692307692308,12.755977
249,0,0,0,3.924916
250,0,0,0,10.793519
251,0,0,0,7.849832
252,0,0,0,2.943687
253,0,0,0,11.774748
254,0,0,0,9.81229
255,0,0,0,8.831061
256,0,0,0,10.793519
257,0,0,0,8.831061
258,0,0,0,3.924916
259,0.1,0,0.2,9.81229
260,0,0,0,9.81229
261,0,0,0,7.849832
262,0,0,0,7.849832
263,0,0,0,9.81229
264,0,0,0.181818181818182,10.793519
265,0,0,0,8.831061
266,0,0,0,8.831061
267,0,0,0,10.793519
268,0,0,0,7.849832
269,0,0,0,8.831061
270,0,0,0,7.849832
271,0,0,0,4.906145
272,0,0,0,11.774748
273,0,0,0,1.962458
274,0,0,0,6.868603
275,0,0,0,10.793519
276,0,0,0,6.868603
277,0,0,0,8.831061
278,0.125,0,0.75,7.849832
279,0,0,0,10.793519
280,0,0,0,9.81229
281,0,0,0,10.793519
282,0,0,0,2.943687
283,0.0909090909090909,0,0.727272727272727,10.793519
284,0,0,0.0625,13.980096
285,0,0,0,6.990048
286,0,0,0,6.116292
287,0.166666666666667,0,1,5.242536
288,0,0,0,6.990048
289,0,0,0.272727272727273,9.611316
290,0,0,0.3125,13.980096
291,0,0,0,9.611316
292,0,0,0.166666666666667,10.485072
293,0,0,0.555555555555556,7.421994
294,0.0714285714285714,0,0.214285714285714,11.545324
295,0,0,0,7.421994
296,0,0,0,9.071326
297,0,0,0.230769230769231,10.720658
298,0.642857142857143,0,0.928571428571428,11.545324
299,0.4,0,1,8.24666
300,0,0,0.428571428571429,8.06967
301,0.111111111111111,0,0.666666666666667,10.37529
302,0.375,0,0.75,9.22248
303,0,0,0.333333333333333,10.37529
304,0.166666666666667,0,0.416666666666667,13.83372
305,0.545454545454545,0,1,7.833738
306,0,0,0.0833333333333333,8.545896
307,0,0,0.230769230769231,9.258054
308,0,0,0.1,7.12158
309,0,0,0.0833333333333333,8.545896
310,0,0,0.7,7.12158
311,0.4,0,0.8,7.12158
312,0.928571428571428,0,1,9.977506
313,0.1,0,0.5,7.12679
314,0,0,0.416666666666667,8.552148
315,0.111111111111111,0,0.222222222222222,11.033829
316,0,0,0.0909090909090909,13.485791
317,0,0,0.0909090909090909,13.485791
318,0,0,0.5,14.711772
319,0,0,0,13.485791
320,0,0,0.2,6.129905
321,0,0,0.181818181818182,11.589204
322,0,0,0.363636363636364,11.589204
323,0,0,0.222222222222222,9.482076
324,0,0,0.0833333333333333,12.642768
325,0,0,0.1,10.53564
326,0,0,0.4,29.81366
327,0,0,0.454545454545455,21.005688
328,0.545454545454546,0,0.909090909090909,10.254442
329,1,0,1,8.389998
330,1,0,1,8.389998
331,1,0,1,7.457776
332,0,0,0.375,6.241432
333,0.111111111111111,0,0.666666666666667,7.021611
334,0.272727272727273,0,1,8.581969
335,0.928571428571429,0,1,10.922506
336,1,0,1,6.241432
337,0.111111111111111,0,0.888888888888889,10.466946
338,0.153846153846154,0,0.923076923076923,15.118922
339,1,0,1,15.118922
340,1,0,1,12.792934
341,1,0,1,8.140958
342,0.111111111111111,0,0.777777777777778,5.650416
343,0.1,0,0.7,6.27824
344,0.352941176470588,0,0.764705882352941,10.673008
345,0,0,1,8.789536
346,0.2,0,0.733333333333333,9.41736
347,0.2,0,0.866666666666667,9.41736
348,0,0,0.714285714285714,8.789536
349,1,0,1,3.766944
350,0,0,0.363636363636364,10.62446
351,0.363636363636364,0,0.727272727272727,10.62446
352,0.153846153846154,0,0.846153846153846,12.55618
353,0.416666666666667,0,0.75,11.59032
354,0.333333333333333,0,1,11.59032
355,0,0,0.555555555555556,5.714847
356,0.3,0,0.7,6.34983
357,0.416666666666667,0,0.916666666666667,7.619796
358,0,0,0.75,7.619796
359,0.363636363636364,0,1,6.984813
360,0.636363636363636,0,1,6.984813
361,0,0,0.111111111111111,14.846679
362,0,0,0,13.197048
363,0,0,0,18.145941
364,0,0,0,19.795572
365,0,0,0,6.598524
366,0,0,0,11.547417
367,0,0,0,8.248155
368,0,0,0,9.897786
369,0,0,0,9.897786
370,0,0,0,6.598524
371,0,0,0,8.248155
372,0,0,0,13.197048
373,0,0,0,18.145941
374,0,0,0,11.547417
375,0,0,0,8.248155
376,0,0,0,14.846679
377,0,0,0,9.897786
378,0,0,0,16.49631
379,0,0,0,19.795572
380,0,0,0,19.795572
381,0,0,0,21.445203
382,0,0,0,16.49631
383,0,0,0,13.197048
384,0,0,0,18.145941
385,0,0,0,19.795572
386,0,0,0,11.547417
387,0,0,0,11.547417
388,0,0,0,24.744465
389,0,0,0.0833333333333333,19.795572
390,0,0,0,16.49631
391,0,0,0,18.145941
392,0,0,0,23.094834
393,0,0,0,18.145941
394,0,0,0,13.197048
395,0,0,0,14.846679
396,0,0,0,16.49631
397,0,0,0,14.846679
398,0,0,0,14.846679
399,0,0,0,21.445203
400,0,0,0,23.094834
401,0,0,0,24.744465
402,0,0,0,24.744465
403,0,0,0.0833333333333333,19.795572
404,0,0,0.1,16.49631
405,0,0,0,14.846679
406,0.461538461538462,0,0.846153846153846,21.445203
407,0,0,0,18.145941
408,0,0,0,16.49631
409,0,0,0,16.49631
410,0,0,0.2,16.49631
411,0,0,0.333333333333333,19.795572
412,0,0,0,16.49631
413,0,0,0,18.145941
414,0,0,0,29.693358
415,0,0,0,13.197048
416,0,0,0,18.145941
417,0,0,0,21.445203
418,0,0,0,9.897786
419,0,0,0,16.49631
420,0,0,0,13.197048
421,0,0,0,18.145941
422,0,0,0,16.49631
423,0,0,0,24.744465
424,0,0,0,14.846679
425,0,0,0,21.445203
426,0,0,0,18.145941
427,0,0,0,11.547417
428,0,0,0,19.795572
429,0,0,0,16.49631
430,0,0,0,11.921616
431,0,0,0,17.882424
432,0,0,0,11.921616
433,0,0,0,13.411818
434,0,0,0,17.882424
435,0,0,0,11.921616
436,0,0,0,13.411818
437,0,0,0,14.90202
438,0,0,0,14.90202
439,0,0,0,17.882424
440,0,0,0,10.431414
441,0,0,0,14.90202
442,0,0,0,13.411818
443,0,0,0,11.921616
444,0,0,0,16.392222
445,0,0,0,16.392222
446,0,0,0,13.411818
447,0,0,0.111111111111111,13.411818
448,0,0,0,13.411818
449,0,0,0,17.882424
450,0,0,0,10.431414
451,0,0,0,11.921616
452,0,0,0.25,11.921616
453,0,0,0,11.921616
454,0,0,0,11.921616
455,0,0,0,16.392222
456,0,0,0,13.411818
457,0,0,0,17.882424
458,0,0,0,10.431414
459,0,0,0,19.372626
460,0,0,0.285714285714286,10.431414
461,0,0,0,7.14124
462,0,0,0,8.033895
463,0,0,0.636363636363636,9.819205
464,0,0,0.166666666666667,10.71186
465,0,0,0,9.819205
466,0,0,0,9.819205
467,0,0,0,9.819205
468,0,0,0,10.71186
469,0,0,0.714285714285714,6.248585
470,0,0,0,10.71186
471,0,0,0.333333333333333,7.043391
472,0,0,0.181818181818182,8.608589
473,0,0,0,10.956386
474,0,0,0,7.82599
475,0,0,0.0909090909090909,8.608589
476,0,0,0.214285714285714,10.956386
477,0,0,0,5.478193
478,0.0833333333333333,0,0.5,7.442424
479,0.1,0,0.3,6.20202
480,0.0833333333333333,0,0.583333333333333,7.442424
481,0,0,0.2,6.20202
482,0,0,0.0909090909090909,6.822222
483,0.222222222222222,0,0.666666666666667,5.581818
484,0,0,0.25,4.961616
485,0.1,0,0.2,6.20202
486,0,0,0,9.83733
487,0,0,0,8.853597
488,0,0,0,9.83733
489,0,0,0,12.788529
490,0,0,0.363636363636364,10.821063
491,0.111111111111111,0,0.555555555555555,8.853597
492,0,0,0,10.821063
493,0.0769230769230769,0,0.153846153846154,12.788529
494,0,0,0,5.93028
495,0,0,0.0833333333333333,5.93028
496,0,0,0,5.43609
497,0,0,0,4.9419
498,0,0,0.125,3.95352
499,0,0,0,2.96514
500,0.0833333333333333,0,0.5,5.93028
501,0,0,0.1,4.9419
502,0,0,0,4.9419
503,0,0,0,9.564168
504,0,0,0.333333333333333,9.564168
505,0,0,0,7.173126
506,0,0,0,6.376112
507,0,0,0,8.767154
508,0,0,0,6.376112
509,0,0,0.1,7.97014
510,0,0,0.75,9.564168
511,0,0,0.444444444444444,5.2677
512,0.0909090909090909,0,0.818181818181818,10.365443
513,0,0,0.181818181818182,10.365443
514,0,0,0.727272727272727,31.759277
515,0.0909090909090909,0,0.272727272727273,6.736246
516,0,0,0.3,6.12386
517,0.1,0,0.3,6.12386
518,0.2,0,0.866666666666667,32.7735
519,0,0,0.7,21.849
520,0.428571428571429,0,1,4.809196
521,0,0,0,0.48573
522,0,0,0,0.59367
523,0,0,0,0.48573
524,0,0,0.0909090909090909,0.59367
525,0,0,0.428571428571429,0.75558
526,0.230769230769231,0,0.692307692307692,0.70161
527,0,0,0,0.43176
528,0,0,0.222222222222222,0.48573
529,0.0769230769230769,0,0.384615384615385,0.70161
530,0,0,0,0.64764
531,0,0,0.3,0.5397
532,0,0,0.307692307692308,0.70161
533,0,0,0.0769230769230769,0.70161
534,0,0,0.0909090909090909,0.59367
535,0,0,0,0.59367
536,0.0714285714285714,0,0.5,0.75558
537,0.142857142857143,0,0.785714285714286,0.75558
538,0,0,0,0.70161
539,0,0,0,0.43176
540,0,0,0.3,0.5397
541,0,0,0,0.5397
542,0,0,0,0.48573
543,0,0,0,0.48573
544,0,0,0,0.32382
545,0,0,0.111111111111111,0.48573
546,0,0,0.666666666666667,0.48573
547,0,0,0,0.5397
548,0,0,0,0.43176
549,0,0,0,0.59367
550,0,0,0.0833333333333333,0.64764
551,0.1,0,0.2,0.5397
552,0.0714285714285714,0,0.642857142857143,0.75558
553,0.307692307692308,0,0.538461538461538,0.70161
554,0,0,0.125,0.43176
555,0,0,0.6875,0.86352
556,0,0,0.666666666666667,0.48573
557,0.142857142857143,0,0.857142857142857,0.75558
558,0,0,0.125,0.43176
559,0,0,0.714285714285714,0.37779
560,0,0,0.5,0.64764
561,0,0,0.384615384615385,0.70161
562,0,0,0,0.48573
563,0.1,0,0.9,0.5397
564,0,0,0,0.43176
565,0,0,0.142857142857143,0.75558
566,0,0,0,0.5397
567,0,0,0.545454545454546,0.59367
568,0,0,0.5,0.64764
569,0,0,0.142857142857143,0.37779
570,0.266666666666667,0,0.933333333333333,0.80955
571,0,0,0.454545454545455,0.59367
572,0,0,0.2,0.5397
573,0,0,0.444444444444444,0.48573
574,0,0,0.2,0.5397
575,0,0,0.375,0.43176
576,0,0,0.25,0.64764
577,0,0,0.125,0.86352
578,0,0,0,0.48573
579,0,0,0.363636363636364,0.59367
580,0,0,0.222222222222222,0.48573
581,0.0833333333333333,0,0.25,0.64764
582,0,0,0.166666666666667,0.64764
583,0,0,0,0.48573
584,0,0,0,0.48573
585,0,0,0,0.43176
586,0,0,0,0.64764
587,0,0,0,0.75558
588,0,0,0,0.5397
589,0,0,0,0.64764
590,0,0,0.0714285714285714,0.75558
591,0,0,0,0.5397
592,0,0,0,0.64764
593,0,0,0.181818181818182,0.59367
594,0,0,0,0.48573
595,0,0,0,0.70161
596,0,0,0.5,0.43176
597,0.0909090909090909,0,0.818181818181818,0.59367
598,0,0,0.222222222222222,0.48573
599,0,0,0.181818181818182,0.59367
600,0,0,0.375,0.43176
601,0.125,0,0.5,0.43176
602,0,0,0.416666666666667,0.64764
603,0,0,0.272727272727273,0.59367
604,0,0,0.166666666666667,0.32382
605,0,0,0.428571428571429,0.37779
606,0.0833333333333333,0,0.416666666666667,0.64764
607,0,0,0.384615384615385,0.693875
608,0,0,0.25,0.6405
609,0,0,0.125,0.427
610,0,0,0.166666666666667,0.6405
611,0,0,0.1,0.76668
612,0,0,0.4,0.76668
613,0,0,0.75,0.613344
614,0,0,0.545454545454545,0.843348
615,0,0,0,0.843348
616,0,0,0.0909090909090909,0.843348
617,0,0,0.181818181818182,0.843348
618,0.1,0,0.6,0.76668
619,0,0,0.133333333333333,1.15002
620,0.0833333333333333,0,0.25,0.920016
621,0,0,0,0.76668
622,0,0,0.555555555555556,0.690012
623,0,0,0.0909090909090909,0.843348
624,0,0,0.153846153846154,0.996684
625,0,0,0.0769230769230769,0.996684
626,0,0,0.1875,1.226688
627,0.125,0,0.5625,1.226688
628,0,0,0.272727272727273,0.843348
629,0,0,0.4,0.76668
630,0.0909090909090909,0,0.454545454545455,0.843348
631,0,0,0.363636363636364,0.843348
632,0.1,0,0.9,0.76668
633,0,0,0.454545454545455,0.843348
634,0,0,0.3,0.76668
635,0.0714285714285714,0,0.428571428571428,1.073352
636,0,0,0.416666666666667,0.777216
637,0,0,0.181818181818182,0.712448
638,0.0909090909090909,0,0.727272727272727,0.712448
639,0.166666666666667,0,0.666666666666667,0.777216
640,0,0,0.416666666666667,0.777216
642,0,0,0,11.202226
643,0,0,0,6.401272
644,0,0,0.1,16.00318
645,0,0,0,14.402862
646,0.0588235294117647,0,0.176470588235294,27.205406
647,0,0,0.416666666666667,19.203816
648,0.0454545454545455,0,0.0454545454545455,35.206996
649,0,0,0.0666666666666667,24.00477
650,0,0,0,8.00159
651,0,0,0,20.804134
652,0,0,0.0714285714285714,22.404452
653,0,0,0,17.603498
654,0.5,0,1,19.203816
655,0,0,0.666666666666667,14.402862
656,0.0588235294117647,0,0.176470588235294,27.205406
657,0,0,0,12.802544
658,0,0,0.0625,25.605088
659,0,0,0,22.404452
660,0,0,0.153846153846154,20.804134
661,0.0833333333333333,0,0.0833333333333333,19.203816
662,0,0,0,11.202226
663,0,0,0,16.00318
664,0,0,0,12.802544
665,0,0,0,28.805724
666,0,0,0,11.202226
667,0,0,0,20.804134
668,0,0,0,17.603498
669,0,0,0,28.805724
670,0,0,0,19.203816
671,0.0909090909090909,0,0.0909090909090909,17.603498
672,0,0,0,12.802544
673,0,0,0,12.802544
674,0,0,0,19.203816
675,0,0,0,14.402862
676,0,0,0,16.00318
677,0,0,0,25.605088
678,0.0769230769230769,0,0.153846153846154,20.804134
679,0,0,0,22.404452
680,0,0,0,27.205406
681,0,0,0,22.404452
682,0,0,0,16.00318
683,0,0,0,19.203816
684,0,0,0,12.802544
685,0,0,0,16.00318
686,0,0,0,19.203816
687,0,0,0,16.00318
688,0,0,0,16.00318
689,0,0,0,20.804134
690,0.0909090909090909,0,0.181818181818182,17.603498
691,0,0,0.222222222222222,14.402862
692,0,0,0,16.00318
693,0,0,0,17.603498
694,0,0,0,16.00318
695,0.111111111111111,0,1,14.971221
696,0,0,0.375,13.307752
697,0,0,0,14.971221
698,0.1,0,0.6,16.63469
699,0,0,0,13.307752
700,0,0,0,13.212234
701,0,0,0,10.381041
702,0,0,0,12.268503
703,0,0,0,14.155965
704,0.727272727272727,0,1,16.948745
705,0,0,1,6.865481
706,0.571428571428571,0,1,6.865481
707,0,0,0.1,20.38369
708,0.1,0,0.1,20.38369
709,0.0909090909090909,0,0.727272727272727,15.595327
710,0.142857142857143,0,0.642857142857143,19.848598
711,0.0833333333333333,0,0.25,17.013084
712,0.909090909090909,0,1,15.595327
713,0.666666666666667,0,0.916666666666667,18.432252
714,0,0,0.5,15.36021
715,0,0,0.727272727272727,16.896231
716,0.1,0,0.8,15.36021
717,0,0,0.636363636363636,16.896231
718,0,0,0.857142857142857,6.130593
719,0.166666666666667,0,0.25,10.509588
720,0,0,0.111111111111111,7.882191
721,0,0,0.272727272727273,9.633789
722,0.111111111111111,0,0.444444444444444,7.882191
723,0.142857142857143,0,1,6.736345
724,0.857142857142857,0,1,6.736345
725,0,0,0.25,7.69868
726,0.0769230769230769,0,0.846153846153846,12.510355
727,0,0,0.111111111111111,11.751651
728,0,0,0,15.668868
729,0.1,0,0.2,13.05739
730,0,0,0.0833333333333333,15.668868
731,0,0,0.222222222222222,11.751651
732,0.0769230769230769,0,0.692307692307692,20.558161
733,0.75,0,1,18.976764
734,0,0,0,15.81397
735,0.125,0,0.75,15.372624
736,0.5,0,0.9,19.21578
737,0.909090909090909,0,1,12.205809
738,0.777777777777778,0,1,9.986571
739,0.9,0,1,11.09619
740,0.8,0,1,5.548095
741,0.9,0,1,15.82762
742,1,0,1,17.410382
743,0.888888888888889,0,1,14.244858
744,0.928571428571429,0,1,22.158668
745,0.923076923076923,0,1,20.575906
746,1,0,1,13.483008
747,0.25,0,0.875,9.805824
748,1,0,1,12.25728
749,0.3,0,0.9,12.25728
750,0.714285714285714,0,1,8.596672
751,0.142857142857143,0,0.857142857142857,8.596672
752,0,0,0.428571428571429,8.596672
753,0.916666666666667,0,1,11.317872
754,1,0,1,5.658936
755,0.1,0,0.9,16.36038
756,0.4,0,1,16.36038
757,0.181818181818182,0,0.545454545454546,23.526569
758,0.555555555555556,0,1,19.249011
759,0,0,0.2,18.99472
760,0.307692307692308,0,1,49.386272
761,0,0,0,8.615265
762,0,0,0,5.169159
763,0,0,0,5.74351
764,0,0,0.181818181818182,6.317861
765,0,0,0,4.020457
766,0,0,0,6.317861
767,0,0,0.2,5.74351
768,0.363636363636364,0,0.636363636363636,6.317861
769,0,0,0,7.466563
770,0,0,0.0833333333333333,6.892212
771,0,0,0,10.338318
772,0,0,0,8.615265
773,0,0,0,5.74351
774,0,0,0.0625,9.189616
775,0.1,0,0.5,5.74351
776,0,0,0,8.040914
777,0,0,0,7.466563
778,0,0,0,5.74351
779,0.0909090909090909,0,0.181818181818182,6.317861
780,0,0,0,8.615265
781,0,0,0,9.189616
782,0,0,0,5.74351
783,0,0,0,6.317861
784,0,0,0.0769230769230769,7.466563
785,0,0,0,7.466563
786,0,0,0.0833333333333333,6.892212
787,0,0,0,8.040914
788,0,0,0.384615384615385,7.466563
789,0.916666666666667,0,1,6.892212
790,1,0,1,5.74351
791,0,0,0,8.040914
792,0,0,0,7.466563
793,0,0,0,4.594808
794,0,0,0,5.169159
795,0.25,0,0.5,6.892212
796,0,0,0.5,8.984688
797,0,0,0.153846153846154,9.733412
798,0,0,0.285714285714286,5.241068
799,0.0833333333333333,0,0.75,8.984688
800,0,0,0,6.172965
801,0.1,0,0.4,6.85885
802,0.25,0,0.75,5.48708
803,0.941176470588235,0,1,11.660045
804,0.125,0,0.5,5.48708
805,0.333333333333333,0,0.416666666666667,8.23062
806,0.0833333333333333,0,0.25,9.209676
807,0,0,0.1,7.67473
808,0,0,0.0666666666666667,11.512095
809,0,0,0,4.604838
810,0,0,0.153846153846154,9.977149
811,0.3,0,0.6,7.67473
812,0,0,0,4.604838
813,0,0,0,6.139784
814,0,0,0,10.744622
815,0.333333333333333,0,0.666666666666667,6.907257
816,0,0,0,8.044296
817,0,0,0,6.70358
818,0.1,0,0.2,6.70358
819,0,0,0,9.385012
820,0,0,0,6.033222
821,0,0,0,6.033222
822,0,0,0.1,6.70358
823,0.461538461538462,0,0.538461538461538,8.714654
824,0,0,0,8.714654
825,0,0,0,8.044296
826,0,0,0.444444444444444,5.714955
827,0.1,0,0.6,6.34995
828,0,0,0.307692307692308,8.254935
829,0,0,0.214285714285714,8.88993
830,0,0,0,6.34995
831,0,0,0,6.34995
832,0.2,0,0.4,9.524925
833,0,0,0.25,11.151588
834,0,0,0.0769230769230769,12.080887
835,0,0,0.272727272727273,10.222289
836,0,0,0.333333333333333,11.151588
837,0,0,0,10.222289
838,0,0,0.25,7.434392
839,0,0,0,7.434392
840,0.3,0,0.4,9.29299
841,0.9,0,1,5.95035
842,0.5,0,0.9,5.95035
843,0.444444444444444,0,0.888888888888889,5.355315
844,0.916666666666667,0,1,5.973444
845,0.818181818181818,0,1,5.475657
846,0.363636363636364,0,0.818181818181818,5.475657
847,1,0,1,6.471231
848,0.615384615384615,0,1,6.471231
849,0.6,0,1,4.97787
850,0.714285714285714,0,1,3.484509
851,1,0,1,4.97787
852,0.909090909090909,0,1,5.475657
853,1,0,1,4.97787
854,0.0909090909090909,0,1,6.576174
855,0.3,0,1,5.97834
856,0.181818181818182,0,0.909090909090909,6.576174
857,0.461538461538462,0,1,7.771842
858,0.818181818181818,0,1,6.576174
859,0.181818181818182,0,0.909090909090909,5.215749
860,0.6,0,0.8,4.74159
861,0.461538461538462,0,1,6.164067
862,1,0,1,2.370795
863,1,0,1,4.267431
864,1,0,1,7.772175
865,0.555555555555556,0,1,4.663305
