"cluster","P20HC","ExtremeHC","NP20HC","weights"
866,0,0,0.583333333333333,6.21774
867,0.25,0,0.583333333333333,6.21774
868,0.6,0,1,6.06367
869,0.615384615384615,0,1,7.882771
870,0.5,0,1,6.06367
871,0.142857142857143,0,1,8.489138
872,0.416666666666667,0,1,7.276404
873,1,0,1,4.850936
874,0.818181818181818,0,1,2.633884
875,0.2,0,0.8,2.39444
876,1,0,1,2.633884
877,1,0,1,2.633884
878,1,0,1,2.39444
879,0.428571428571429,0,1,1.676108
880,0.5,0,0.9,2.39444
881,0,0,0,15.336342
882,0.2,0,0.5,10.95453
883,0,0,0,13.145436
884,0,0,0.0666666666666667,16.431795
885,0,0,0.0625,17.527248
886,0,0,0,14.240889
887,0,0,0,7.668171
888,0,0,0,6.572718
889,0,0,0,12.049983
890,0,0,0,13.145436
891,0,0,0,10.95453
892,0,0,0,13.145436
893,0,0,0,15.336342
894,0,0,0,12.049983
895,0.0625,0,0.3125,17.527248
896,0,0,0.0769230769230769,14.240889
897,0,0,0.1,10.95453
898,0.0625,0,0.375,17.527248
899,0.166666666666667,0,0.416666666666667,13.145436
900,0.357142857142857,0,0.785714285714286,15.336342
901,0,0,0.1,10.95453
902,0,0,0,12.049983
903,0,0,0,15.336342
904,0.538461538461539,0,1,14.240889
905,0,0,0.15,20.41762
906,0.214285714285714,0,0.357142857142857,14.292334
907,0,0,0.111111111111111,9.187929
908,0,0,0,9.187929
909,0.0833333333333333,0,0.166666666666667,13.171056
910,0,0,0.0833333333333333,13.171056
911,0,0,0,10.97588
912,0,0,0.0909090909090909,12.073468
913,0.333333333333333,0,0.666666666666667,15.755535
914,0.0909090909090909,0,0.272727272727273,11.554059
915,0,0,0,11.554059
916,0.307692307692308,0,1,13.654797
917,0,0,0,8.072582
918,0.444444444444444,0,1,10.379034
919,0,0,0,9.225808
920,0,0,0.6,11.53226
921,0,0,0.0555555555555556,12.950244
922,0.466666666666667,0,0.733333333333333,10.79187
923,0,0,0.625,5.755664
924,0,0,0,5.036206
925,0.181818181818182,0,1,7.914038
926,0,0,0,12.957294
927,0.0833333333333333,0,0.25,11.106252
928,0.307692307692308,0,0.615384615384615,12.031773
929,0.125,0,0.375,7.404168
930,0.0833333333333333,0,0.25,4.559088
931,0,0,0.222222222222222,3.419316
932,0,0,0.2,3.79924
933,0.333333333333333,0,0.416666666666667,4.559088
934,0,0,0,14.188512
935,0,0,0.0833333333333333,13.097088
936,0,0,0,8.731392
937,0,0,0.3,10.91424
938,0.0769230769230769,0,0.153846153846154,4.805164
939,0,0,0,4.805164
940,0.3125,0,0.75,5.914048
941,0.272727272727273,0,0.909090909090909,16.434088
942,0.1,0,0.6,14.94008
943,0,0,0.333333333333333,11.63016
944,0,0,0.0833333333333333,11.63016
945,0.642857142857143,0,0.857142857142857,17.327786
946,0,0,0,12.37699
947,1,0,1,12.37699
948,0.0833333333333333,0,0.666666666666667,14.852388
949,1,0,1,11.139291
950,1,0,1,11.139291
951,1,0,1,14.852388
952,0.307692307692308,0,1,15.417363
953,0.0909090909090909,0,0.727272727272727,13.045461
954,0.857142857142857,0,1,16.603314
955,1,0,1,15.417363
956,1,0,1,13.045461
957,0.0833333333333333,0,0.916666666666667,15.945144
958,0.909090909090909,0,1,14.616382
959,0.384615384615385,0,0.923076923076923,17.273906
960,0,0,0,13.815857
961,0.7,0,0.9,12.55987
962,0.333333333333333,0,0.733333333333333,18.839805
963,0,0,0.875,10.260904
964,0.846153846153846,0,1,16.673969
965,1,0,1,11.543517
966,0.846153846153846,0,1,16.673969
967,0.866666666666667,0,1,19.239195
968,0.8,0,1,9.2874
969,1,0,1,11.14488
970,0.444444444444444,0,1,16.71732
971,0.6,0,0.8,18.5748
972,0.375,0,1,10.394584
973,0.25,0,0.875,10.394584
974,1,0,1,15.591876
975,0.230769230769231,0,0.846153846153846,16.891199
976,0.8,0,0.8,12.99323
977,0.428571428571429,0,1,30.186324
978,0.5,0,0.833333333333333,25.873992
979,0.714285714285714,0,1,30.186324
980,0.0909090909090909,0,0.454545454545455,13.210978
981,0.846153846153846,0,1,15.612974
982,0.692307692307692,0,0.923076923076923,15.612974
983,0.785714285714286,0,1,16.813972
984,0.785714285714286,0,1,14.985068
985,1,0,1,12.844344
986,1,0,1,12.844344
987,1,0,1,13.914706
988,1,0,1,14.985068
989,1,0,1,12.844344
990,0.818181818181818,0,1,13.537502
991,0.307692307692308,0,0.923076923076923,15.998866
992,1,0,1,15.998866
993,1,0,1,13.537502
994,1,0,1,9.845456
995,1,0,1,15.998866
996,0.1,0,0.3,14.81368
997,0.222222222222222,0,0.888888888888889,13.332312
998,0.666666666666667,0,1,13.332312
999,0.875,0,1,11.850944
1000,0.5,0,0.916666666666667,17.776416
1002,0,0,0,4.075915
1003,0,0,0,8.967013
1004,0,0,0,6.521464
1005,0,0,0,6.521464
1007,0,0,0,7.336647
1008,0,0,0,6.521464
1009,0,0,0,7.336647
1010,0,0,0,11.412562
1011,0,0,0,8.15183
1012,0,0,0,13.858111
1013,0,0,0,13.042928
1014,0,0,0,10.597379
1015,0,0,0,8.15183
1016,0,0,0,8.967013
1017,0,0,0,6.521464
1018,0,0,0,8.15183
1019,0,0,0,8.967013
1020,0,0,0,16.30366
1021,0,0,0,10.597379
1022,0,0,0,11.412562
1023,0,0,0,5.706281
1024,0,0,0,9.782196
1025,0,0,0.0416666666666667,19.564392
1026,0,0,0.272727272727273,8.967013
1027,0,0,0,12.227745
1028,0,0,0,12.227745
1029,0,0,0,7.336647
1030,0,0,0,10.597379
1031,0,0,0,9.782196
1032,0,0,0,8.967013
1033,0,0,0,11.412562
1034,0,0,0,9.782196
1035,0,0,0,11.412562
1036,0,0,0,10.597379
1037,0.363636363636364,0,1,8.967013
1038,0,0,0,13.858111
1039,0,0,0,8.967013
1040,0,0,0,8.15183
1041,0,0,0,13.042928
1042,0,0,0,9.782196
1043,0,0,0,9.782196
1044,0,0,0,12.227745
1045,0,0,0,5.706281
1046,0,0,0,9.782196
1047,0,0,0,8.15183
1048,0,0,0,8.15183
1049,0,0,0,11.412562
1050,0,0,0,7.336647
1051,0.6,0,0.8,8.15183
1052,0,0,0,13.858111
1053,0,0,0,8.15183
1054,0,0,0,7.336647
1055,0,0,0,10.597379
1056,0,0,0,8.15183
1057,0,0,0,8.967013
1058,0,0,0,7.336647
1059,0,0,0,9.782196
1060,0.0833333333333333,0,0.833333333333333,9.782196
1061,0.142857142857143,0,0.928571428571429,11.412562
1062,0,0,0,8.15183
1063,0,0,0,13.042928
1064,0,0,0,6.521464
1065,0.545454545454545,0,0.909090909090909,8.967013
1066,0,0,0,10.597379
1067,0,0,0.2,8.15183
1068,0,0,0,5.706281
1069,0,0,0,6.521464
1070,0,0,0,6.521464
1071,0,0,0.142857142857143,11.412562
1072,0.222222222222222,0,0.555555555555556,7.336647
1073,0,0,0,16.30366
1074,0,0,0.333333333333333,9.782196
1075,0,0,0,8.15183
1076,0,0,0,8.15183
1077,0,0,0.0909090909090909,8.967013
1078,0,0,0,7.336647
1079,0,0,0,8.069402
1080,0,0,0.0714285714285714,10.270148
1081,0,0,0.1,7.33582
1082,0,0,0,7.33582
1083,0,0,0,9.536566
1084,0,0,0,11.00373
1085,0,0,0,4.401492
1086,0,0,0,10.270148
1087,0,0,0.0555555555555556,13.204476
1088,0,0,0,8.069402
1089,0,0,0,9.280812
1090,0,0,0,7.73401
1091,0,0,0,10.054213
1092,0,0,0,9.280812
1093,0,0,0,11.601015
1094,0,0,0,6.187208
1095,0,0,0,10.827614
1096,0,0,0,7.73401
1097,0,0,0,8.507411
1098,0,0,0,7.721136
1099,0,0,0.222222222222222,7.721136
1100,0,0,0,7.721136
1101,0,0,0,6.863232
1102,0,0,0,6.863232
1103,0,0,0,8.57904
1104,0,0,0,5.147424
1105,0,0,0.0666666666666667,12.86856
1106,0,0,0,7.721136
1107,0,0,0,7.721136
1108,0,0,0,3.431616
1109,0,0,0,6.005328
1110,0,0,0,9.436944
1111,0,0,0.421052631578947,16.300176
1112,0,0,0,6.005328
1113,0,0,0,11.152752
1114,0,0,0,12.010656
1115,0,0,0.1,8.57904
1116,0,0,0,6.337314
1117,0,0,0.1,7.04146
1118,0,0,0,9.153898
1119,0,0,0,7.04146
1120,0,0,0,6.337314
1121,0,0,0,8.449752
1122,0,0,0,6.29915
1123,0,0,0,5.03932
1124,0,0,0,10.708555
1125,0,0,0,6.929065
1126,0,0,0.0588235294117647,10.708555
1127,0,0,0,8.188895
1128,0,0,0.0909090909090909,12.333123
1129,0,0,0,13.454316
1130,0,0,0,13.454316
1131,0,0,0.428571428571429,7.848351
1132,0,0,0,13.454316
1133,0,0,0.1,6.80338
1134,0,0,0.2,6.80338
1135,0.6,0,1,6.80338
1136,1,0,1,12.173722
1137,0.666666666666667,0,1,13.280424
1138,0,0,0.0909090909090909,9.586368
1139,0.222222222222222,0,0.444444444444444,7.843392
1140,0.5,0,0.916666666666667,10.457856
1141,0.25,0,0.875,6.971904
1142,0,0,0.545454545454545,9.586368
1143,0.111111111111111,0,1,7.843392
1144,0.1,0,0.9,8.71488
1145,0.416666666666667,0,1,10.457856
1146,0.142857142857143,0,0.857142857142857,6.100416
1147,0.333333333333333,0,0.916666666666667,10.457856
1148,0.727272727272727,0,1,9.586368
1149,0.727272727272727,0,1,9.586368
1150,0.111111111111111,0,1,7.843392
1151,0.3,0,1,7.96398
1152,0.222222222222222,0,1,7.167582
1153,0.777777777777778,0,1,7.167582
1154,0,0,0.166666666666667,9.556776
1155,1,0,1,8.760378
1156,0.230769230769231,0,0.923076923076923,10.353174
1157,0.5,0,0.916666666666667,9.556776
1158,0.285714285714286,0,1,4.886959
1159,0.0833333333333333,0,0.75,8.377644
1160,0,0,0,5.585096
1161,0,0,0.888888888888889,6.283233
1162,0.6,0,1,6.98137
1163,0,0,0.777777777777778,6.283233
1164,0.909090909090909,0,1,7.679507
1165,0.4,0,1,6.98137
1166,0.9,0,1,6.98137
1167,1,0,1,6.98137
1168,0.25,0,0.916666666666667,8.377644
1169,0.666666666666667,0,0.888888888888889,6.283233
1170,1,0,1,5.585096
1171,0,0,0,20.25639
1172,0,0,0,17.36262
1173,0,0,0,20.25639
1174,0,0,0.142857142857143,20.25639
1175,0,0,0,15.915735
1176,0,0,0,20.25639
1177,0,0,0,15.915735
1178,0,0,0,17.36262
1179,0,0,0,14.46885
1180,0,0,0,23.15016
1181,0,0,0,15.915735
1182,0,0,0,20.25639
1183,0,0,0,15.915735
1184,0,0,0,20.25639
1185,0,0,0,27.490815
1186,0,0,0,18.809505
1187,0,0,0,10.128195
1188,0,0,0,10.128195
1189,0,0,0,11.57508
1190,0,0,0,20.25639
1191,0,0,0,17.36262
1192,0,0,0,20.25639
1193,0,0,0,21.703275
1194,0,0,0,11.57508
1195,0,0,0,20.25639
1196,0,0,0,11.57508
1197,0,0,0,17.36262
1198,0,0,0,13.021965
1199,0,0,0,5.78754
1200,0,0,0,5.78754
1201,0,0,0,20.25639
1202,0,0,0,20.25639
1203,0,0,0,13.021965
1204,0,0,0,4.340655
1205,0,0,0,11.57508
1206,0,0,0,24.597045
1207,0,0,0,10.128195
1208,0,0,0,17.36262
1209,0,0,0,23.15016
1210,0,0,0,11.57508
1211,0,0,0,26.04393
1212,0.0833333333333333,0,0.25,17.36262
1213,0,0,0,11.57508
1214,0,0,0,10.717688
1215,0,0,0,14.736821
1216,0,0,0,8.038266
1217,0,0,0,18.755954
1218,0,0,0,18.755954
1219,0,0,0,21.435376
1220,0,0,0,13.39711
1221,0,0,0,17.416243
1222,0,0,0,17.416243
1223,0,0,0,12.057399
1224,0,0,0,13.39711
1225,0,0,0,4.019133
1226,0,0,0,21.435376
1227,0,0,0,10.717688
1228,0,0,0,14.736821
1229,0,0,0,4.019133
1230,0,0,0,4.019133
1231,0,0,0,12.057399
1232,0,0,0,17.416243
1233,0,0,0,17.416243
1234,0,0,0,14.736821
1235,0,0,0,11.796936
1236,0.0588235294117647,0,0.294117647058824,25.068489
1237,0,0,0,14.74617
1238,0,0,0,13.271553
1239,0,0,0,11.796936
1240,0,0,0,16.220787
1241,0,0,0,22.119255
1242,0,0,0,19.170021
1243,0,0,0,14.74617
1244,0,0,0,23.593872
1245,0,0,0,14.74617
1246,0,0,0,16.220787
1247,0,0,0,11.796936
1248,0,0,0,17.695404
1249,0,0,0,9.002944
1250,0,0,0,14.629784
1251,0,0,0,10.128312
1252,0,0,0,14.629784
1253,0,0,0,13.504416
1254,0,0,0,12.379048
1255,0,0,0,12.379048
1256,0,0,0,12.379048
1257,0,0,0,12.379048
1258,0,0,0,11.25368
1259,0,0,0,13.504416
1260,0,0,0,12.280477
1261,0,0,0,10.047663
1262,0,0,0,12.280477
1263,0,0,0,11.16407
1264,0,0,0.0625,17.862512
1265,0,0,0,13.396884
1266,0,0,0,15.629698
1267,0,0,0,17.862512
1268,0,0,0,13.396884
1269,0,0,0,3.47772
1270,0,0,0.0769230769230769,4.521036
1271,0,0,0,2.782176
1272,0,0,0,24.21146
1273,0,0,0,18.6242
1274,0,0,0.307692307692308,24.21146
1275,0,0,0.0833333333333333,8.628732
1276,0,0,0.0769230769230769,9.347793
1277,0,0,0,7.909671
1278,0.2,0,0.3,12.86905
1279,0,0,0,16.729765
1280,0,0,0,14.155955
1281,0,0,0,16.40295
1282,0,0,0,22.96413
1283,0,0,0,6.747008
1284,0,0,0,11.807264
1285,0,0,0,7.590384
1286,0,0,0,11.807264
1287,0,0,0,6.747008
1288,0,0,0,20.289668
1289,0,0,0,49.274908
1290,0,0,0,10.651619
1291,0.0714285714285714,0,0.285714285714286,13.556606
1292,0,0,0,13.556606
1293,0.0714285714285714,0,0.785714285714286,10.61235
1294,0,0,0,22.04316
1295,0.470588235294118,0,0.705882352941177,17.583168
1296,0.0769230769230769,0,0.384615384615385,13.445952
1297,0.0769230769230769,0,1,11.782953
1298,0.272727272727273,0,0.818181818181818,9.970191
1299,0.3,0,0.8,15.61756
1300,0.25,0,1,18.741072
1301,0,0,0.375,22.527096
1302,0.333333333333333,0,1,25.342983
1303,0.642857142857143,0,0.857142857142857,39.422418
1304,0.153846153846154,0,0.923076923076923,36.606531
1305,0,0,0.4,42.238305
1306,0.714285714285714,0,1,39.422418
1307,0.875,0,0.875,10.549968
1308,0.777777777777778,0,1,11.868714
1309,0.769230769230769,0,0.923076923076923,17.143698
1310,0.666666666666667,0,1,15.824952
1311,0.0909090909090909,0,0.636363636363636,14.506206
1312,0.230769230769231,0,0.846153846153846,20.681193
1313,1,0,1,17.499471
1314,0.625,0,0.875,12.726888
1315,0.285714285714286,0,0.857142857142857,22.272054
1316,0.230769230769231,0,0.846153846153846,20.681193
1317,0.636363636363636,0,1,12.953028
1318,0.285714285714286,0,0.428571428571429,16.485672
1319,0.411764705882353,0,1,20.018316
1320,1,0.285714285714286,1,16.485672
1321,0.2,0,1,9.26895
1322,0,0,0.583333333333333,11.12274
1323,0.2,0,0.8,13.903425
1324,0,0,0.333333333333333,11.12274
1325,0.153846153846154,0,0.846153846153846,12.049635
1326,0.0833333333333333,0,0.666666666666667,14.796072
1327,0,0,1,13.563066
1328,0.272727272727273,0,0.909090909090909,13.563066
1329,0.1,0,1,12.33006
1330,0.428571428571429,0,1,7.550956
1331,0.357142857142857,0,0.857142857142857,15.101912
1332,0.333333333333333,0,1,6.472248
1333,0.692307692307692,0,1,14.023204
1334,0.846153846153846,0,1,14.023204
1335,0.666666666666667,0,1,9.708372
1336,0.625,0,1,11.15872
1337,0.111111111111111,0,0.777777777777778,12.55356
1338,0.272727272727273,0,0.909090909090909,15.34324
1339,0.272727272727273,0,0.909090909090909,15.34324
1340,0.111111111111111,0,1,12.55356
1341,0,0,0,20.81344
1342,0,0,0,9.366048
1343,0,0,0,10.40672
1344,0,0,0,14.569408
1345,0,0,0,14.569408
1346,0,0,0,9.366048
1347,0,0,0,11.447392
1348,0,0,0,15.61008
1349,0,0,0,8.325376
1350,0,0,0.0555555555555556,18.732096
1351,0,0,0,9.366048
1352,0,0,0,7.284704
1353,0,0,0,11.447392
1354,0,0,0,6.244032
1355,0,0,0,5.20336
1356,0,0,0,23.935456
1357,0,0,0,15.61008
1358,0,0,0,9.366048
1359,0,0,0,15.784184
1360,0,0,0,15.784184
1361,0,0,0,8.499176
1362,0,0,0,13.355848
1363,0,0,0,18.21252
1364,0,0,0,3.642504
1365,0,0,0,7.285008
1366,0,0,0.0714285714285714,16.998352
1367,0,0,0,21.855024
1368,0,0,0,14.570016
1369,0,0,0,13.355848
1370,0,0,0,20.168823
1371,0,0,0,19.107306
1372,0,0,0,7.430619
1373,0,0,0,14.861238
1374,0,0,0,10.61517
1375,0,0,0,13.799721
1376,0,0,0,9.553653
1377,0,0,0,6.369102
1378,0,0,0,18.045789
1379,0,0,0,10.61517
1380,0,0,0,11.676687
1381,0,0,0,8.55324
1382,0,0,0,10.45396
1383,0,0,0,8.55324
1384,0,0,0,10.45396
1385,0,0,0.0833333333333333,11.40432
1386,0,0,0,20.487376
1387,0,0,0,17.335472
1388,0,0,0.181818181818182,17.335472
1389,0,0,0,16.857918
1390,0,0,0,8.428959
1391,0,0,0,9.36551
1392,0,0,0,14.984816
1393,0,0,0,14.984816
1394,0,0,0,13.111714
1395,0,0,0.0769230769230769,12.175163
1396,0,0,0,12.175163
1397,0,0,0,9.36551
1398,0,0,0,14.064974
1399,0,0,0,12.78634
1400,0,0,0,14.064974
1401,0,0,0,3.226015
1402,0,0,0,2.48155
1403,0,0,0.25,1.98524
1404,0,0,0,2.066352
1405,0,0,0,3.357822
1406,0,0,0,3.099528
1407,0,0,0,6.31787
1408,0,0,0,6.949657
1409,0,0,0,8.845018
1410,0,0,0,11.372166
1411,0,0,0,7.581444
1412,0,0,0,6.31787
1413,0,0,0,15.203728
1414,0,0,0,10.452563
1415,0,0,0,7.601864
1416,0,0,0,9.50233
1417,0.222222222222222,0,0.444444444444444,6.523326
1418,0,0,0.2,12.52241
1419,0.0909090909090909,0,0.636363636363636,13.774651
1420,0,0,0,18.765868
1421,0.4,0,0.9,15.63279
1422,0,0,0.666666666666667,18.759348
1423,0.2,0,1,15.63279
1424,0.1,0,1,15.63279
1425,0.0909090909090909,0,1,17.196069
1426,0.166666666666667,0,0.833333333333333,18.759348
1427,0,0,0.916666666666667,18.759348
1428,0,0,1,17.196069
1429,0.111111111111111,0,0.888888888888889,11.891898
1430,0,0,0.333333333333333,11.891898
1431,0,0,0.5,7.927932
1432,0,0,0.5,13.21322
1433,0.615384615384615,0,1,17.177186
1434,0.0909090909090909,0,0.818181818181818,14.534542
1435,0.333333333333333,0,0.916666666666667,15.855864
1436,0.461538461538462,0,0.846153846153846,17.177186
1437,0.428571428571429,0,1,9.249254
1438,0.111111111111111,0,0.555555555555556,12.521646
1439,0.111111111111111,0,0.555555555555556,12.521646
1440,0.285714285714286,0,0.714285714285714,19.478116
1441,0.363636363636364,0,0.909090909090909,9.479976
1442,0.642857142857143,0,0.928571428571429,12.065424
1443,0.7,0,1,8.61816
1444,0.818181818181818,0,0.909090909090909,9.479976
1445,0.692307692307692,0,0.923076923076923,11.203608
1446,0,0,0.1,8.61816
1447,0.181818181818182,0,0.818181818181818,15.142765
1448,0.25,0,0.75,16.51938
1449,0.5,0,0.916666666666667,16.51938
1450,0,0,0,17.895995
1451,0.428571428571428,0,0.857142857142857,19.27261
1452,0.642857142857143,0,1,19.27261
1453,0.615384615384615,0,1,17.895995
1454,0.545454545454545,0,1,15.142765
1455,0.142857142857143,0,0.142857142857143,7.06622
1456,0.166666666666667,0,1,12.11352
1457,0.538461538461538,0,1,13.12298
1458,0.0909090909090909,0,1,11.10406
1459,0.5,0,0.75,12.11352
1460,0.25,0,1,12.11352
1461,0.4,0,1,10.0946
1462,0.1,0,0.8,10.0946
1463,0,0,0,7.06622
1464,0,0,0.0769230769230769,13.927927
1465,0,0,0,14.999306
1466,0,0,0.0833333333333333,12.856548
1467,0,0,0,12.856548
1468,0,0,0,16.070685
1469,0.111111111111111,0,0.555555555555556,9.642411
1470,0,0,0.2,10.71379
1471,0.272727272727273,0,0.636363636363636,11.785169
1472,0.555555555555555,0,1,7.934427
1473,0.777777777777778,0,1,7.934427
1474,0.714285714285714,0,1,12.342442
1475,0.833333333333333,0,1,10.579236
1476,0.363636363636364,0,1,9.697633
1477,0.727272727272727,0,0.909090909090909,9.697633
1478,0.461538461538462,0,0.846153846153846,11.460839
1479,0.714285714285714,0,1,6.171221
1480,0.333333333333333,0,1,7.934427
1481,0,0,0,9.843865
1482,0,0,0,33.469141
1483,0,0,0,15.750184
1484,0,0,0,15.750184
1485,0,0,0,15.750184
1486,0,0,0,19.68773
1487,0,0,0,13.781411
1488,0,0,0,19.68773
1489,0,0,0,9.843865
1490,0,0,0,9.843865
1491,0,0,0,21.656503
1492,0,0,0,17.718957
1493,0,0,0,21.656503
1494,0,0,0,19.68773
1495,0,0,0,11.812638
1497,0,0,0,27.562822
1498,0,0,0.333333333333333,11.812638
1499,0,0,0,13.781411
1500,0,0,0,15.750184
1501,0,0,0,19.68773
1502,0,0,0,13.781411
1503,0,0,0,21.656503
1504,0,0,0,17.718957
1505,0,0,0.166666666666667,11.812638
1506,0,0,0,21.656503
1507,0,0,0,17.718957
1508,0,0,0,15.750184
1509,0,0,0,17.718957
1510,0,0,0,19.68773
1511,0,0,0,17.718957
1512,0,0,0,28.609126
1513,0,0,0,10.217545
1514,0,0,0,18.391581
1515,0,0,0,18.391581
1516,0,0,0,40.87018
1517,0,0,0,14.304563
1518,0,0,0,16.58772
1519,0,0,0,8.29386
1520,0,0,0,12.44079
1521,0,0,0,24.88158
1522,0,0,0,20.73465
1523,0,0,0,24.88158
1524,0,0,0,22.808115
1525,0,0,0,21.096012
1526,0,0,0,18.082296
1527,0,0,0,30.13716
1528,0,0,0,22.60287
1529,0,0,0,13.561722
1530,0,0,0,9.041148
1531,0,0,0,13.561722
1532,0,0,0,11.886945
1533,0,0,0,30.56643
1534,0,0,0,20.37762
1535,0,0,0,11.886945
1536,0,0,0,10.18881
1537,0,0,0,35.660835
1538,0,0,0,20.530212
1539,0,0,0,18.819361
1540,0,0,0,23.951914
1541,0,0,0,11.975957
1542,0,0,0.181818181818182,18.819361
1543,0,0,0,27.373616
1544,0,0,0,25.662765
1545,0,0,0,13.208176
1546,0,0,0,13.208176
1547,0,0,0,16.51022
1548,0,0,0,28.15776
1549,0,0,0,28.15776
1550,0,0,0,21.11832
1551,0,0,0,5.237428
1552,0,0,0,8.978448
1553,0,0,0,7.48204
1554,0,0,0,7.511672
1555,0,0,0,3.755836
1556,0,0,0,23.39576
1557,0,0,0,10.235645
1558,0,0,0,26.32023
1559,0,0,0,17.54682
1560,0,0,0,16.084585
1561,0,0,0,17.54682
1562,0,0,0,19.009055
1563,0,0,0.1,14.62235
1564,0,0,0,23.39576
1565,0,0,0,17.72918
1566,0,0,0,15.956262
1567,0,0,0,10.637508
1568,0,0,0,5.985232
1569,0,0,0,5.985232
1570,0,0,0,7.48154
1571,0,0,0,4.256778
1572,0,0,0,5.675704
1573,0,0,0,4.256778
1574,0,0,0,9.932482
1575,0,0,0,9.932482
1576,0,0,0,8.513556
1577,0,0,0,17.113833
1578,0,0,0,14.002227
1579,0,0,0,6.223212
1580,0,0,0,12.446424
1581,0,0,0,10.876221
1582,0,0,0,9.667752
1583,0,0,0,9.667752
1584,0,0,0,4.833876
1585,0,0,0,4.19397
1586,0,0,0,2.096985
1587,0,0,0,10.713755
1588,0,0,0,23.570261
1589,0,0,0,17.142008
1590,0,0,0,16.014295
1591,0,0,0,17.47014
1592,0,0,0,22.506696
1593,0,0,0,26.257812
1594,0,0,0,5.695608
1595,0.307692307692308,0,0.923076923076923,24.680968
1596,0,0,0,24.499455
1597,0,0,0,17.477265
1598,0,0,0,21.461865
1599,0,0,0,12.877119
1600,0,0,0.0909090909090909,28.416608
1601,0.25,0,0.75,20.666624
1602,0,0,0.4,12.91664
1603,0.111111111111111,0,0.666666666666667,23.249952
1604,0,0,0,9.892872
1605,0.125,0,1,8.793664
1606,0,0,0.285714285714286,7.694456
1607,0.2,0,0.8,10.99208
1608,0,0,0.25,24.185728
1609,0.2,0,1,30.23216
1610,0.5,0,0.875,24.185728
1611,0.555555555555555,0,1,27.208944
1612,0,0,0.181818181818182,29.74037
1613,0.111111111111111,0,0.555555555555556,24.33303
1614,0,0,0.333333333333333,16.22202
1615,0,0,0.285714285714286,18.92569
1616,0.125,0,0.625,43.25872
1617,0,0,0,17.942419
1618,0,0,0,17.942419
1619,0.333333333333333,0,1,14.680161
1620,0,0,0.833333333333333,9.786774
1621,0.444444444444444,0,1,25.611147
1622,0.0714285714285714,0,0.5,39.839562
1623,0.692307692307692,0,0.923076923076923,36.993879
1624,0.666666666666667,0,1,25.611147
1625,0,0,0.384615384615385,46.368023
1626,0,0,0,35.66771
1627,0,0,0,32.540695
1628,0,0,0,11.83298
1629,0,0,0.111111111111111,26.624205
1630,0,0,0,40.829917
1631,0,0,0.454545454545454,23.638373
1632,0,0,0.153846153846154,27.936259
1633,0,0,0,15.042601
1634,0,0,0,29.959865
1635,0.125,0,0.75,18.43684
1636,0.25,0,1,18.43684
1637,0.111111111111111,0,0.555555555555556,20.741445
1638,0,0,0.75,10.11008
1639,0,0,0.333333333333333,18.9564
1640,0.0769230769230769,0,0.461538461538462,16.42888
1641,0,0,0.2,18.9564
1642,0,0,0.0769230769230769,22.183668
1643,0.714285714285714,0,1,11.945052
1644,0.0833333333333333,0,0.666666666666667,20.477232
1645,0.444444444444444,0,1,15.357924
1646,0.5,0,0.9,17.06436
1647,0.416666666666667,0,1,23.141784
1648,0.0714285714285714,0,0.571428571428572,26.998748
1649,0.545454545454546,0,1,21.213302
1650,0.666666666666667,0,1,17.356338
1651,0,0,0,7.282902
1652,0,0,0,3.972492
1653,0,0,0,2.648328
1654,0,0,0,5.958738
1655,0,0,0,9.93123
1656,0,0,0,4.634574
1657,0,0,0,3.972492
1658,0,0,0,2.648328
1659,0,0,0,3.31041
1660,0,0,0,11.255394
1661,0,0,0,5.958738
1662,0,0,0,7.944984
1663,0,0,0,7.944984
1664,0,0,0,7.944984
1665,0,0,0,5.958738
1666,0,0,0,4.634574
1667,0,0,0,7.282902
1668,0,0,0,3.972492
1669,0,0,0,7.944984
1670,0,0,0,6.62082
1671,0,0,0.181818181818182,7.282902
1672,0,0,0,7.944984
1673,0,0,0,5.958738
1674,0,0,0,5.958738
1675,0,0,0,5.958738
1676,0,0,0,5.296656
1677,0,0,0,4.634574
1678,0,0,0,6.62082
1679,0,0,0,5.296656
1680,0,0,0,3.972492
1681,0,0,0,7.944984
1682,0,0,0,5.296656
1683,0,0,0,4.634574
1684,0,0,0,9.269148
1685,0.0555555555555556,0,0.166666666666667,11.917476
1686,0,0,0.0769230769230769,8.607066
1687,0,0,0,5.296656
1688,0,0,0,6.62082
1689,0,0,0,5.296656
1690,0,0,0,5.296656
1691,0,0,0,5.958738
1692,0,0,0,5.296656
1693,0,0,0,8.607066
1694,0,0,0,9.269148
1695,0,0,0,6.62082
1696,0,0,0,6.62082
1697,0,0,0,7.282902
1698,0,0,0,8.607066
1699,0,0,0,6.62082
1700,0,0,0,8.607066
1701,0,0,0.166666666666667,7.944984
1702,0,0,0,9.269148
1703,0,0,0,9.93123
1704,0,0,0,5.296656
1705,0,0,0,9.93123
1706,0,0,0,8.607066
1707,0,0,0,7.944984
1708,0,0,0,5.958738
1709,0,0,0.125,5.296656
1710,0.0714285714285714,0,0.214285714285714,9.269148
1711,0,0,0,7.282902
1712,0,0,0,5.296656
1713,0,0,0,6.62082
1714,0,0,0,5.958738
1715,0,0,0,5.958738
1716,0,0,0,7.474563
1717,0,0,0,5.813549
1718,0,0,0,12.457605
